NU_INSCRICAO;NU_ANO;CO_MUNICIPIO_RESIDENCIA;NO_MUNICIPIO_RESIDENCIA;CO_UF_RESIDENCIA;SG_UF_RESIDENCIA;NU_IDADE;TP_SEXO;TP_ESTADO_CIVIL;TP_COR_RACA;TP_NACIONALIDADE;CO_MUNICIPIO_NASCIMENTO;NO_MUNICIPIO_NASCIMENTO;CO_UF_NASCIMENTO;SG_UF_NASCIMENTO;TP_ST_CONCLUSAO;TP_ANO_CONCLUIU;TP_ESCOLA;TP_ENSINO;IN_TREINEIRO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;IN_BAIXA_VISAO;IN_CEGUEIRA;IN_SURDEZ;IN_DEFICIENCIA_AUDITIVA;IN_SURDO_CEGUEIRA;IN_DEFICIENCIA_FISICA;IN_DEFICIENCIA_MENTAL;IN_DEFICIT_ATENCAO;IN_DISLEXIA;IN_DISCALCULIA;IN_AUTISMO;IN_VISAO_MONOCULAR;IN_OUTRA_DEF;IN_GESTANTE;IN_LACTANTE;IN_IDOSO;IN_ESTUDA_CLASSE_HOSPITALAR;IN_SEM_RECURSO;IN_BRAILLE;IN_AMPLIADA_24;IN_AMPLIADA_18;IN_LEDOR;IN_ACESSO;IN_TRANSCRICAO;IN_LIBRAS;IN_TEMPO_ADICIONAL;IN_LEITURA_LABIAL;IN_MESA_CADEIRA_RODAS;IN_MESA_CADEIRA_SEPARADA;IN_APOIO_PERNA;IN_GUIA_INTERPRETE;IN_COMPUTADOR;IN_CADEIRA_ESPECIAL;IN_CADEIRA_CANHOTO;IN_CADEIRA_ACOLCHOADA;IN_PROVA_DEITADO;IN_MOBILIARIO_OBESO;IN_LAMINA_OVERLAY;IN_PROTETOR_AURICULAR;IN_MEDIDOR_GLICOSE;IN_MAQUINA_BRAILE;IN_SOROBAN;IN_MARCA_PASSO;IN_SONDA;IN_MEDICAMENTOS;IN_SALA_INDIVIDUAL;IN_SALA_ESPECIAL;IN_SALA_ACOMPANHANTE;IN_MOBILIARIO_ESPECIFICO;IN_MATERIAL_ESPECIFICO;IN_NOME_SOCIAL;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;CO_PROVA_CN;CO_PROVA_CH;CO_PROVA_LC;CO_PROVA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TX_RESPOSTAS_CN;TX_RESPOSTAS_CH;TX_RESPOSTAS_LC;TX_RESPOSTAS_MT;TP_LINGUA;TX_GABARITO_CN;TX_GABARITO_CH;TX_GABARITO_LC;TX_GABARITO_MT;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO;Q001;Q002;Q003;Q004;Q005;Q006;Q007;Q008;Q009;Q010;Q011;Q012;Q013;Q014;Q015;Q016;Q017;Q018;Q019;Q020;Q021;Q022;Q023;Q024;Q025
190003894830;2019;2512903;Rio Tinto;25;PB;14;F;1;1;1;2504009;Campina Grande;25;PB;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2508901;Mamanguape;25;PB;1;1;1;1;504;509;514;516;463.5;567.1;551.2;506;BACCCEBDECABDCDABADEABDEDAACBEDCEDBDEAABCBAED;ECACAEBCABABADDEAACCBCEACDBAACAEBCBBAEEDCAEAC;99999AACEABDCBADECEBACADBDEEDECBAEEDABCABDCBCCAECA;CEEDCAABCECCABADCDEBAEACACBEEABADDDBBECDADAAC;1;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;120;120;120;100;600;G;D;E;C;5;H;A;D;D;B;A;B;A;B;A;B;A;A;B;A;B;E;B;A;B
190003894897;2019;2502508;Boqueirão;25;PB;14;M;1;3;1;2507507;João Pessoa;25;PB;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2502508;Boqueirão;25;PB;1;1;1;1;506;508;512;517;493.1;522.3;529.5;641.5;EDADEDCAEEBABDADCEDBCACEADAACEDDCBEDABABDDCDB;ABACBCBAEAAECCAAACCEADDBBADEEBAABEEACCBABDBAE;BCCAA99999CBCBAEACCDAEECEBDABCCAEBABADADCCBCCEABCA;AADDCBECEBECDECCAECCBBEAACBBCDDDCADABBEABDCEA;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;100;140;120;600;E;F;D;D;5;H;A;C;D;B;B;B;A;B;A;A;A;B;C;A;B;E;A;B;B
190003895392;2019;2611606;Recife;26;PE;14;F;1;3;1;2611606;Recife;26;PE;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2611606;Recife;26;PE;1;1;1;1;506;508;512;517;406.4;538.6;573.2;458;BADDCBAADDEDBCCCBCCBEACBBCCEEECBEBCABAEBBBCCB;ABDBADEBBACECABBCCBCBDBECACEECEADADCADDACBCCC;BBEDA99999CDABAEEEECCEBDDCDABACDBBEAADEDECEEEDADCD;DCCDBCBCADBDDBCCACCCBCDBCCBCACCDBCDBBCDBCCEBA;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;160;140;140;60;620;G;F;D;D;3;J;A;C;D;B;A;B;A;B;A;B;A;A;C;A;B;D;A;B;B
190003895631;2019;2611606;Recife;26;PE;14;F;1;3;1;2611606;Recife;26;PE;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2611606;Recife;26;PE;1;1;1;1;504;510;513;516;626.6;591.6;611.4;648.7;CEEACDBBEBAEEADCDDAEAACEDEABCCCBDEBCDBDADBCEC;AEBCCEDBADBBDBAADAABCAEAADBEEEBACABBDEDCDAAAB;ADBBE99999ABBCBDDAAECCDCBAACEEBCECDCDEAEBAECEEBECC;EEEEBDAAEBDBACABBCDBEBDECAEABDACCAEDDEBABCBDC;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;160;200;180;200;180;920;E;E;D;D;4;H;A;D;E;B;A;B;A;B;A;B;A;A;E;A;B;E;B;A;B
190003896568;2019;2805604;Porto da Folha;28;SE;14;M;1;3;1;2800308;Aracaju;28;SE;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2805604;Porto da Folha;28;SE;1;1;1;1;505;509;514;518;380.8;381.9;507.2;468.4;CBACAEDBABECEAABDBBEDBDBCEAAAECDCEABBDEDDABCE;EDADABEBCABDDDBEBCDCDCEBBDEADBADBEDEBABDCEBDD;DBABE99999BDCCEAAC*CEADDCBECCECADDDEECCACEEDBCBCEB;DEBBBBADDCCECAEEBCBDECAAADCECDBECEDBEEAEBECEE;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;80;100;80;80;80;420;H;E;A;A;6;H;A;D;D;A;B;B;B;A;A;A;A;A;B;A;A;A;A;B;B
190003896666;2019;2802908;Itabaiana;28;SE;14;F;1;1;1;2802908;Itabaiana;28;SE;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2802908;Itabaiana;28;SE;1;1;1;1;506;508;512;517;497.9;599.6;559.1;661.6;DEDDEBBEEDEBBEDDABDBBAACDDAECCBEDDABBBEEDCDDD;ABABADBDAEEEBCDBDCEEBDBBEEDAEAAEBAEBCEBDBCCBC;BBADA99999CCBBCECECECAECBBDEEDDAEBAACDEAECEBCAEDBD;CBAACAEDEBACDDBBBBACDDCACECDDCBBDCBBBDEBEDDEB;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;140;160;160;180;160;800;C;E;D;D;5;G;B;C;D;C;B;B;A;B;A;B;A;A;C;A;B;D;B;B;B
190003897068;2019;2804805;Nossa Senhora do Socorro;28;SE;8;F;1;3;1;2804805;Nossa Senhora do Socorro;28;SE;2;0;2;1;0;28020421;2804805;Nossa Senhora do Socorro;28;SE;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2804805;Nossa Senhora do Socorro;28;SE;1;1;1;1;503;509;514;515;395;396.6;493.8;444.9;CCDABBCDDECBADABDADACDEDBCDACEBBDBDECAAABEACD;ACBDABCEBAADBABCCBCCBEEADECDBCBDBBEBDABEBACCC;99999ABBAECABDBACEEEEACDABCBCEBACBBDCDEEEECEDBBECD;AAAECABACCABABDCACCBEDDACBCDADBBBCAEDADBDECDA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;100;100;80;80;40;400;D;E;B;F;5;E;A;B;C;A;A;B;A;B;A;A;A;A;B;A;B;D;A;A;B
190003897273;2019;2806008;Ribeirópolis;28;SE;14;F;1;3;1;2802908;Itabaiana;28;SE;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2802908;Itabaiana;28;SE;1;1;1;1;506;509;514;517;384;493.8;477.9;612.8;DDCDABDECBEDAACCBBEBAABEEDBDABBCDDACBCAADEBBE;CCAECBACCCACABBAECEEBEAECECABABADDEACADEEACDA;99999ACCEBBDCBDDEAABDAEDCEEBAACDAECBAAEAADECBCDCEE;ABCBCBEDBBAECDDBABCBADECCEABABEEDEBCACADEBCCD;1;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;120;120;140;140;140;660;E;E;C;C;4;C;A;C;C;B;A;A;A;B;A;A;A;A;B;A;A;C;A;B;B
190003897294;2019;2800308;Aracaju;28;SE;14;M;2;1;1;2927408;Salvador;29;BA;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2800308;Aracaju;28;SE;1;1;1;1;504;507;511;516;561.2;525.2;605.2;689.9;CBCDEEBEEBDEEADAAABDDBCCDEBDBCCEBDCCDDDADCEDE;ECDBABACBBDCEAEAEDDCCBCEEBBBDABCBDEDCACADADBB;BBABE99999CCBABDEDDBDEAECBAECBDCBCCDECDACDCCBCDCDB;EACECDBADDBBABCBCDDACEDEDDAACBCCECEDCEAADABBC;0;BEEAAEBEEBADEADDADAEABCEDDDBCBCBCCACBCDADCCEB;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;BEDEEEAADBEBACABCDBABECECACADCBDCCEDCDABECDDD;1;140;140;160;160;180;780;E;E;D;D;4;G;A;C;D;B;A;B;A;B;A;A;A;A;B;A;A;C;A;B;B
190003897654;2019;2408201;Nísia Floresta;24;RN;14;F;1;1;1;5300108;Brasília;53;DF;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2408102;Natal;24;RN;0;1;1;0;;509;514;;;513.3;559.2;;;EEACCEACEAAECABABECDDADEACBCDCCAACCABCBBACAAB;EBBAB99999CADBCCEDEBAAADAADDAECBEBBDBCACCCCABCECED;;0;;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;;1;120;120;100;100;100;540;F;G;D;D;3;N;D;E;E;B;A;B;C;B;A;B;A;B;C;A;A;D;B;C;B
190003897945;2019;2506301;Guarabira;25;PB;14;F;1;0;1;2507507;João Pessoa;25;PB;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2506301;Guarabira;25;PB;1;1;1;1;505;510;513;518;368.5;393.3;517.5;455.3;ABEDCDEEEADBBDCDADDEDACCBBABDCBACCECCDBDDAACE;AADDCEBABCCADCBBEEDABDEACDBEEEDDDBCEDACDDBBBA;AEBBE99999DBECCDEAEEBADEEEAACCBDBBCDBEABDAEBAABEDB;CECBACBABAEBCBAEAEBECAAABBBBCABABBCBDCAABBCDC;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;80;120;120;80;100;500;D;E;D;D;4;C;B;C;D;B;B;B;B;B;A;B;A;A;B;A;A;E;A;B;B
190003897979;2019;2507507;João Pessoa;25;PB;14;F;1;1;1;2704302;Maceió;27;AL;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2507507;João Pessoa;25;PB;1;1;1;1;503;510;513;515;481.7;567.6;571.5;514.7;CDECBCADDDCBBDBADBDACABDDECDBABEDEDEAAEDDAABC;AEDCCEDBADBEABACCADBCAEACEBEEBAABACBDECDCAADB;DBBBD99999ABBCBDEAAECADBBDAEECEDDEDCEEAEBABCBDBBEC;DBCEDDCBABCBCBEBCBACDEBABEDEAABCBECBECDCECDAE;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;200;120;140;120;700;D;D;C;B;6;D;A;D;E;A;A;C;A;A;A;A;A;A;B;A;A;C;A;B;B
190003898559;2019;2606200;Goiana;26;PE;14;F;1;1;2;;;;;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2606200;Goiana;26;PE;1;1;1;1;503;509;514;515;483.2;441;523;503.8;CDAEEEEECDDABDACBBAAEDDDEBCEBBEEEAACACBDEBBCD;DDDAACAECBDAAECCDBEDCBABDDBACBDDAACCEDBBCAEDB;99999ACBEDBCDEBCAAEBDAADDDECAEABDCBEDCDAECABCDEEEC;ABCDDEDCABCDEDCCCDCABCDEACBEDBACBDDCADDCDECCA;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;ACACEEBCCBABADBBBACDBBACCCCADCEBADCBEEDBBEADB;EBBADCABDABACBCEBDEEAAADDBECDECDDBADBCDAAECBCCAECB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;160;120;120;120;120;640;E;E;D;D;4;A;A;B;C;A;B;B;A;A;A;A;A;B;B;A;A;B;A;B;B
190003898647;2019;2603108;Cachoeirinha;26;PE;14;M;1;3;1;2604106;Caruaru;26;PE;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2613107;São Caitano;26;PE;1;1;1;1;505;510;513;518;413.9;492.2;568;403.8;BACBBAEACDDCCEEACCABDBBACAABAEBEBAEADDEBCDAED;ABECAEDDCBAEABDBEBABCEDAAEDEEACCDABCDECAABACD;ADBBE99999ABBCBCBACEBBDABAABEEAEECABEBAEBCEBCDBDAE;EDCCBDCCADEEDBEECBDAACECAECBECABDBABCCBDBEAEA;0;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;120;140;120;120;120;620;B;D;A;C;3;B;B;C;D;B;B;B;A;B;A;A;A;A;B;A;A;C;A;B;B
190003898742;2019;2611533;Quixaba;26;PE;14;F;1;3;1;2600104;Afogados da Ingazeira;26;PE;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2603900;Carnaíba;26;PE;1;1;1;1;506;510;513;517;379.7;444.8;475;399.5;DACEDEAEEEDACCDEAECAABDEAAECBCBABEABCCABDDEAA;BCDACAABBABAADAABCACEADBAAADAABCDCEBAADAEBCCA;ADBEA99999CDDDAEAACEABEAAAEAEBBABCDCDCABCDEEDCCBCA;DBACCAACDCAACDBCBDDEDDAABACBDAEEBDABDEBAACDBD;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;180;160;160;180;840;D;E;A;A;6;B;A;B;D;A;A;B;A;A;A;A;A;A;B;A;A;B;A;A;A
190003898754;2019;2210706;Simões;22;PI;14;F;1;3;1;2210706;Simões;22;PI;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2601102;Araripina;26;PE;0;1;1;0;;507;511;;;456.6;490.4;;;EDDCBBCACDEBCCDACBDDCDCDEBCADCBDEACCBDEADABAD;99999CDDBCEAB.EBDEDEDACCCBDEBCDABDABABDADDEDB.CCDC;;1;;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;;3;0;0;0;0;0;0;F;E;B;A;4;E;A;D;C;A;B;B;B;B;B;A;A;A;B;B;A;C;A;C;B
190003899155;2019;2613909;Serra Talhada;26;PE;14;M;1;3;1;2613909;Serra Talhada;26;PE;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2613909;Serra Talhada;26;PE;1;1;1;1;506;510;513;517;425.3;449.6;455.2;541;BECCDEADCBBCDEBDECDABADACEDBCECDBABDBECDBAADB;CBDCEADBDADECBEEDBABEEDBAABBEBACCDBCADEDCBAEC;ABDBA99999ACDCBDBACEDAEADACADDBCEDDDCEABECAEBADADD;ABCBDCDBADABDCBCAECDBBCADDBECBADDEACBDCBCBDBA;0;DEADBAAAEBEECEBCBCBCBDADAEABCEDDDDADCBEECACBC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;AADDDBEEEBEDDBEBACABCDBABECECACAECDCBDCCEDCDA;1;160;180;100;160;80;680;D;E;B;B;4;C;A;B;C;B;A;B;A;A;A;B;A;A;B;A;A;D;A;B;B
190003899417;2019;2705101;Matriz de Camaragibe;27;AL;13;F;1;3;1;2705101;Matriz de Camaragibe;27;AL;4;0;1;;0;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2708501;São Luís do Quitunde;27;AL;0;0;0;0;;;;;;;;;;;;;0;;;;;;;;;;;;H;G;C;D;6;B;A;C;C;A;A;B;A;A;A;B;A;A;B;B;A;B;A;A;B
190003900419;2019;2804805;Nossa Senhora do Socorro;28;SE;14;F;1;3;1;2800308;Aracaju;28;SE;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2804805;Nossa Senhora do Socorro;28;SE;1;1;1;1;505;508;512;518;421.8;545.5;584;601.7;EAEDEDBABEBCAAEAECCBCCCBBACBEBBCEEEDEDBDCBCBD;ABAEADBEBACCDCAABCBCEDBDBADDECEEBCEABEBDEECAC;99999BECBAEEAEABCBADCBECDEDBBCCDEBBAADADECBBCAADCD;DBCBABDCBDEDEDAECBACACCAEBBECDCCCACDBCBBBBDED;1;DADCCEBBCCACBEEBEEBACBCDDDDADBCBBCEAEADEADAAE;CBABADBBCEEEBCBADCBEEDBBEADBBACDBBACCCCADACAC;BBEDABDACACBABAECBBCCADCEBDBBCDDEEAAADDBECDECAAECD;DBEBACABCDBABECEEEDCBDCCEDCDABEDAADDDECACAECB;1;160;140;140;140;180;760;E;E;C;B;4;F;A;C;C;B;A;B;A;B;A;B;A;A;C;B;B;E;B;B;B
190003901447;2019;2509370;Mato Grosso;25;PB;14;M;1;1;1;2504306;Catolé do Rocha;25;PB;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2504306;Catolé do Rocha;25;PB;1;1;1;1;503;507;511;515;394.2;361.4;380.2;409.5;AEDCCBDDCEBCABDDDBBADBDDCDEECCBACCECBACBCEBBC;BEBACAAEDBEEBBCCBABCDAEDBABDEDAEACABDADADAEBA;CBCDA99999EBADBDBDAEAECDEBEAEACBDAEDCAEABDCADEEDBD;AEBCEABCBBCBADCECCCDABAAEBCADCDDDACAACABDAAEE;0;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;BACCCBABBADCBCEEEBCACACEEDBCCADBEADBADBBBACDB;BDABEABCADBCBAADDBECDAAECDAECBECBCCDEEAAADDBBCDCEB;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;120;140;100;140;140;640;B;C;A;A;4;B;A;B;C;A;B;B;A;A;A;A;A;A;B;B;A;B;A;B;B
190003902169;2019;2605400;Feira Nova;26;PE;14;F;1;3;1;2608909;Limoeiro;26;PE;3;0;1;;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2608909;Limoeiro;26;PE;1;1;1;1;503;510;513;515;388.2;463.4;449.4;468.8;BEDECEDDEACCEABCEBACBDADDCAECDDBEDCEACDEAEBCD;CABDBDDEABEAEBEDECAEAEDCBAEEEDCECABBDAADEEDBC;99999BEADACAACCDACBECDEAEBCCDACCBEDBACCBECCEAEBEEC;CCAEADCBBEDBCAEACDEDBECAEBACDEBBBECDAEABCDDAC;1;AAECACDEADCBCDDDBCBDADAEABCEBABEEBCBEECEBDADC;EEBCEEDBADBBCBABCCADCEBACDBBACCACACBEADBBADCB;ADBBEDCABAABBCBCDAAECDDDBAAAECADECDCEBDEEAECBDBBCC;EEEADBEBACABCDBABECECACDCBDCCEDCDABEDECDDDBAA;1;80;100;120;100;0;400;D;C;A;A;3;B;A;B;C;A;A;B;A;B;A;A;A;A;B;A;A;B;A;A;B
